movie,platform,review_text,date,year,rating,clean_text
Titanic,letterboxd,"—Where to, Miss?—To the stars.I will never understand the hate this movie gets.Titanicwas an epic cinematic experience in 1997, and it still holds up almost 20 years later.",02 Jan 2016,2016,★★★★½,where to missto the starsi will never understand the hate this movie getstitanicwas an epic cinematic experience in 1997 and it still holds up almost 20 years later
Titanic,letterboxd,"""I'd rather be his whore than your wife."" masterpiece",15 Feb 2026,2026,★★★★★,id rather be his whore than your wife masterpiece
Titanic,letterboxd,"Podcast Ep. 106- February 2023 Movie RecapA perfect movie. But beyond its perfection, my favorite thing aboutTitanicis its ubiquity in 90s culture.Titanicdidn’t just permeate through small film circles of pretentious adults— it infiltrated the hearts, minds, and conversations of literally millions of people. From film critics to soccer moms.Here’s a fun and true story.In 1998, I was in second grade (yes, age reveal). On this particular cold day (probably like 50 degrees) in…more",07 Mar 2023,2023,★★★★★,podcast ep 106 february 2023 movie recapa perfect movie but beyond its perfection my favorite thing abouttitanicis its ubiquity in 90s culturetitanicdidnt just permeate through small film circles of pretentious adults it infiltrated the hearts minds and conversations of literally millions of people from film critics to soccer momsheres a fun and true storyin 1998 i was in second grade yes age reveal on this particular cold day probably like 50 degrees inmore
Titanic,letterboxd,Interesting film. Lots of choices made here.,27 Jun 2021,2021,,interesting film lots of choices made here
Titanic,letterboxd,"IMAX 3D Re-Release“Titanic was called the ship of dreams. And it was. It really was.”First time seeing it in theaters. Like seeing it for the first time ever again.Leo was unforgivably robbed of an Oscar nod (and remains as breathtakingly, painstakingly hot as ever), as was Cameron’s script!!! Iconic line after iconic line and unparalleled story structure and set-up and payoff!!! A disgrace!!!This is what Nicole Kidman meant when she said “we come to this place for magic.”FavoritesJames Cameron Ranked",09 Feb 2023,2023,★★★★★,imax 3d rereleasetitanic was called the ship of dreams and it was it really wasfirst time seeing it in theaters like seeing it for the first time ever againleo was unforgivably robbed of an oscar nod and remains as breathtakingly painstakingly hot as ever as was camerons script iconic line after iconic line and unparalleled story structure and setup and payoff a disgracethis is what nicole kidman meant when she said we come to this place for magicfavoritesjames cameron ranked
Titanic,letterboxd,"""still, i would have shared the raft."" -brad pitt, golden globes 2020",02 Feb 2020,2020,★★★★★,still i would have shared the raft brad pitt golden globes 2020
Titanic,letterboxd,who's more wrecked - me or the ship?the answer is obviously me.,13 Nov 2016,2016,★★★★★,whos more wrecked me or the shipthe answer is obviously me
Titanic,letterboxd,"“Titanic” is totally a over heated film! James Cameron does what his the best at, what else could you ask for?James Cameron ranked",02 Apr 2025,2025,★★★★½,titanic is totally a over heated film james cameron does what his the best at what else could you ask forjames cameron ranked
Titanic,letterboxd,"did James Cameron really think that he could steal the ""I'd rather be his whore than your wife"" line from Twin Peaks and that no one would notice",12 Mar 2021,2021,★★★,did james cameron really think that he could steal the id rather be his whore than your wife line from twin peaks and that no one would notice
Titanic,letterboxd,"deadass: when i was a kid, i would get on the roof of our porch from 11:40pm every april 14th until 2:20am the 15th and have a vigil for the people who died on the titanic at the exact times the ship sank. my parents were afraid i'd fall asleep and off the roof so my dad would have to stay up and kind of just check to make sure i was alive every ten minutes. i would be very…more",01 Dec 2024,2024,★★★★★,deadass when i was a kid i would get on the roof of our porch from 1140pm every april 14th until 220am the 15th and have a vigil for the people who died on the titanic at the exact times the ship sank my parents were afraid id fall asleep and off the roof so my dad would have to stay up and kind of just check to make sure i was alive every ten minutes i would be verymore
Titanic,letterboxd,this movie is basically my therapist at this point,29 Mar 2021,2021,★★★★★,this movie is basically my therapist at this point
Titanic,letterboxd,"57I'm not as angry at James Cameron'sTitanicas I once was as a stupid teenager. In its expansive canvas, I find a great deal of interest in its class tension, the spectacle of modernity, the unsinkable ship in motion, with Cameron carefully stacking various narratives and propulsive melodrama in the layers of the maiden voyage. The interplay between the framing device and the titanic recreation results in graceful dissolves, thrilling crane shots, and an evolving romance doomed and…more",03 May 2020,2020,★★★,57im not as angry at james cameronstitanicas i once was as a stupid teenager in its expansive canvas i find a great deal of interest in its class tension the spectacle of modernity the unsinkable ship in motion with cameron carefully stacking various narratives and propulsive melodrama in the layers of the maiden voyage the interplay between the framing device and the titanic recreation results in graceful dissolves thrilling crane shots and an evolving romance doomed andmore
Titanic,letterboxd,Yall would’ve canceled rose for cheating,29 Nov 2025,2025,★★★★★,yall wouldve canceled rose for cheating
Titanic,letterboxd,"You could put this back in cinemas forever and it would single-handedly keep the film industry afloat imo (never any less moving or spectacular, what a staggering thing. A woman’s heart is a deep ocean of secrets 🥲)",24 Mar 2024,2024,★★★★★,you could put this back in cinemas forever and it would singlehandedly keep the film industry afloat imo never any less moving or spectacular what a staggering thing a womans heart is a deep ocean of secrets
Titanic,letterboxd,me and the twink i pulled by being suicidal,15 Feb 2023,2023,★★★★★,me and the twink i pulled by being suicidal
Titanic,letterboxd,"I hate it. Cameron's highest moment of decadence seeps through in a film of grand visuals and empty storytelling. Boring, overlong, and simply horrid;Titanicsinks before it even leaves port.",25 Jun 2015,2015,★½,i hate it camerons highest moment of decadence seeps through in a film of grand visuals and empty storytelling boring overlong and simply horridtitanicsinks before it even leaves port
Titanic,letterboxd,"There should be more ""I was a sexy teenager at X tragedy"" movies.",24 Nov 2022,2022,★★★½,there should be more i was a sexy teenager at x tragedy movies
Titanic,letterboxd,"My favorite image in Titanic is probably the brief slow-motion shot of Kate Winslet's white gown as she runs through the engine room with DiCaprio. It pairs down the films central, very obvious ""rich and poor"" juxtaposition down to one single image - rare to find in such a total behemoth of movie. But its obviousness doesn't mean its impact is syphoned out nor does it mean it loses its complexity, and what's most important is that it actually doesn't…more",11 Jan 2023,2023,★★★★★,my favorite image in titanic is probably the brief slowmotion shot of kate winslets white gown as she runs through the engine room with dicaprio it pairs down the films central very obvious rich and poor juxtaposition down to one single image rare to find in such a total behemoth of movie but its obviousness doesnt mean its impact is syphoned out nor does it mean it loses its complexity and whats most important is that it actually doesntmore
Titanic,letterboxd,"A love that changes one's life more in days than anything else has in years. It breaks barriers and displaces assumptions and suddenly it feels like anything is possible; even overcoming disaster, and it is inflamed by disaster, because disaster eternalizes the integrity of this love.A love that lasts past lifetime.",28 Feb 2023,2023,★★★★½,a love that changes ones life more in days than anything else has in years it breaks barriers and displaces assumptions and suddenly it feels like anything is possible even overcoming disaster and it is inflamed by disaster because disaster eternalizes the integrity of this lovea love that lasts past lifetime
Titanic,letterboxd,"My first time seeing Titanic and I got to see it in theaters??????!!! Man, how else are you supposed to see this movie?? Went in feeling like, “Whatever, I feel like I know everything that happens in this movie just from 25 years of pop culture references.” and yet still left the theater a complete shell of a person! The 3D lookedgreat.",12 Feb 2023,2023,★★★★★,my first time seeing titanic and i got to see it in theaters man how else are you supposed to see this movie went in feeling like whatever i feel like i know everything that happens in this movie just from 25 years of pop culture references and yet still left the theater a complete shell of a person the 3d lookedgreat
Titanic,letterboxd,forever grateful that i get to live in a world where this movie exists,06 Dec 2021,2021,★★★★★,forever grateful that i get to live in a world where this movie exists
Titanic,letterboxd,"I love Leo. I love Kate. I love Billy Zane bc he's dialed up to 11. I love Victor Garber cuz he the fuckin' MVP. I love Kathy Bates. I love Fabrizio. I love Tommy. I love when Jack and Rose go to ""a real party"". I love the band that continues to play while the ship is sinking. I love the guy who jumps off the ship and gets smoked by the propellor on the way down. I love…more",18 Feb 2021,2021,★★★★★,i love leo i love kate i love billy zane bc hes dialed up to 11 i love victor garber cuz he the fuckin mvp i love kathy bates i love fabrizio i love tommy i love when jack and rose go to a real party i love the band that continues to play while the ship is sinking i love the guy who jumps off the ship and gets smoked by the propellor on the way down i lovemore
Titanic,letterboxd,Would you think me crazy if I said this is kind of James Cameron’sCastle in the Sky,14 Feb 2023,2023,★★★★★,would you think me crazy if i said this is kind of james cameronscastle in the sky
Titanic,letterboxd,if God doesn’t give me a man like jack dawson sometime soon i think i’m gonna riot,08 Oct 2020,2020,★★★★★,if god doesnt give me a man like jack dawson sometime soon i think im gonna riot
Titanic,letterboxd,"this was the first film I ever watched in my entire life and I still have not gotten over the utter heartbreak I experienced as a three year old sitting in a packed theater in-between my sobbing mother and my completely indifferent brother as mr. andrews, the only man I’ve ever truly trusted, said “I’m sorry I didn’t build you a stronger ship, young rose.” men have done nothing but disappoint me ever since",14 Apr 2022,2022,★★★★★,this was the first film i ever watched in my entire life and i still have not gotten over the utter heartbreak i experienced as a three year old sitting in a packed theater inbetween my sobbing mother and my completely indifferent brother as mr andrews the only man ive ever truly trusted said im sorry i didnt build you a stronger ship young rose men have done nothing but disappoint me ever since
Titanic,letterboxd,"My heart is broken, it will always be broken. I don’t think I’ll ever recover from seeing this on the big screen in 3D. This was a really special experience.",12 Feb 2023,2023,★★★★★,my heart is broken it will always be broken i dont think ill ever recover from seeing this on the big screen in 3d this was a really special experience
Titanic,letterboxd,"I watched this movie maybe a million times when I was 5 years old, we had it on VHS and it was on two different tapes. Watching this for the first time since I was in elementary school was so weird, I knew the broad strokes but kept getting surprised by random shit (Kathy Bates being in this blew my mind). And no, my mom never made me skip the sex scene because it’s not the graphic, the part where…more",20 Feb 2023,2023,★★★★★,i watched this movie maybe a million times when i was 5 years old we had it on vhs and it was on two different tapes watching this for the first time since i was in elementary school was so weird i knew the broad strokes but kept getting surprised by random shit kathy bates being in this blew my mind and no my mom never made me skip the sex scene because its not the graphic the part wheremore
